"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"regulation of cell migration (GO:0030334)","142/408",1.00733204011058e-12,5.6178907876967e-09,0,0,2.1855848670037,60.3739752765583,"SEMA5A;SERPINE2;CSF1;FAM107A;ADARB1;FGF1;CXCL16;ACTG1;AMOT;IGF1R;PLAU;DPYSL3;DAG1;ENPP2;CPNE3;EPHB2;PDGFRB;SEMA6C;EPHA4;PDGFRA;LMO4;SEMA6D;HGF;TPM1;ACTN4;GTPBP4;RNF41;FRMD5;SFRP1;ADAM17;SFRP2;SMO;RUFY3;SPATA13;MYADM;VCL;NOTCH1;TWIST2;PIK3R3;STC1;THY1;FOXO3;CORO1C;PDCD10;PDGFC;PLXNA2;SRGAP3;PLXNA4;SCAI;FGF22;CCR1;NTNG1;JAG1;INSR;CAV1;IGF1;ALOX15B;COL1A1;IGSF10;CXCL12;TRIP6;PLXNB2;PLXNB1;AMOTL2;NF2;FERMT2;FGF10;ITGB1;ACVRL1;CLIC4;MCTP1;LDB1;CITED2;PTEN;PIK3CD;PTPRJ;LAMC2;PTPRK;LDB2;ROBO1;DUSP10;MDK;GPER1;PHACTR1;RAC1;HRAS;SUN2;ANXA1;DUSP3;MMP7;SPHK1;F3;ADRA2A;RHOB;DUSP22;RAP2B;NAV3;TMSB15B;ITGA6;SGK3;MAPRE1;SGK1;ENG;KANK1;LRRC15;GRN;CCL11;ROCK1;ROCK2;SEMA3D;SEMA3A;SEMA3B;CAMK2A;NEDD9;NEXN;PRR5L;THBS1;EGFR;PPM1F;NKD1;GPNMB;CCL7;PDPN;GNA12;GCNT2;FLNA;PTK2B;SLIT2;RNF20;F10;STAT3;SEMA4C;LAMB1;SULF1;TBX5;PODN;SOD2;SORL1;VEGFA;TJP1;MYO1C;SPRY2"
"transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)","140/404",2.10254059167448e-12,5.86293443988428e-09,0,0,2.17027342027342,58.3540397822482,"CYFIP2;EPHB6;NCKAP1;CSF1;IRS1;ITSN1;IRS2;FGF1;ACTB;ACTG1;IGF1R;UBASH3B;NAMPT;GRB10;PDK4;ATP6V1E1;EPHB2;EPHB4;EPHB3;EPHA5;PDGFRB;EPHA4;PDGFRA;RBFOX2;ATP6V0E1;HGF;CYBA;GTF2F2;COL4A2;DDIT4;MAPKAPK2;TYRO3;ELMO1;PHIP;ROR1;PRKD1;ATP6V0D1;ATP6V1A;SHC3;SDC2;ARHGEF28;PXN;PIK3R3;PIK3R1;PSEN1;KALRN;EFNA4;FOXO1;EFNB1;FLRT2;FLRT3;PDGFC;ATP6V0A2;FGF22;ATP6V0A1;NUS1;TIA1;CAV2;INSR;RARRES2;IL31RA;ARPC4;ARPC5;IGF1;NFATC4;COL1A1;HNRNPM;AHI1;NR4A3;ARPC3;HNRNPF;FGFR4;FGFR2;FGF10;CEP57;NRP2;AP2A1;PTPRJ;TCIRG1;WASL;SHB;PIK3C2A;PTPRG;PTBP1;SPRED2;SPRED1;SIPA1L1;CASP3;BDKRB2;BLNK;RAC1;JAK2;HRAS;GIT1;ACTR3;ACTR2;HSP90AA1;ATP6V0B;MMP2;GAB1;NRG1;NGF;MTSS1;DNM1;GIGYF1;PIK3CA;HNRNPH1;PLCB1;CRK;MET;ANGPTL1;ROCK1;ROCK2;NEDD9;CBL;EGFR;EFS;CHN1;PTK2B;ZNF106;SHOC2;PAK3;AAMP;WASF2;MPZL1;MAPK3;ANGPT1;GDF15;SORT1;STAT3;VEGFC;PTPN11;SORBS1;SULF1;MERTK;MAPK14;SULF2;VEGFA;MAPK11;FRK"
"collagen fibril organization (GO:0030199)","47/89",5.43987037786992e-12,1.01127190324602e-08,0,0,4.53468421116226,117.617310080095,"COL18A1;COL15A1;COL16A1;COL14A1;COL11A1;COL12A1;LAMA3;PLOD3;DPT;LAMC2;PLOD2;LOXL1;LOXL2;ADAMTS2;ADAMTS14;ADAMTS3;SERPINH1;ATP7A;COLGALT1;COL28A1;TGFB2;COL27A1;DST;COL24A1;LAMB3;LUM;GREM1;COL1A1;COL3A1;COL1A2;COL4A2;LOX;COL5A1;COL4A1;P4HA2;COL4A4;COL5A3;COL7A1;COL4A3;PXDN;COL5A2;COL4A5;COL6A3;COL8A1;ITGA6;COL9A2;PLEC"
"extracellular structure organization (GO:0043062)","86/216",1.25662476568982e-11,1.75204907956303e-08,0,0,2.69260734140283,67.5844621848805,"ITGB1;COL18A1;SPARC;COL16A1;COL14A1;ELN;TNC;LAMC2;LAMC1;LOXL1;HAPLN1;ADAMTSL1;ADAMTS5;ADAMTS2;ADAMTS3;ADAMTSL4;ADAMTS1;MMP28;DAG1;ITGB8;ATP7A;ADAMTS7;POSTN;COL27A1;MMP7;ITGA4;ITGA3;ITGA2;MMP2;APLP1;ITGA1;BGN;MMP10;ADAM19;MMP11;VCAN;COL4A2;LOX;MMP15;COL4A1;COL4A4;PXDN;ADAM12;COL4A3;ITGA8;COL8A1;MMP19;COL4A5;COL6A3;ITGA7;ITGA6;FBN2;COL15A1;LAMA2;COL11A1;PAPLN;LAMA3;FURIN;NDNF;NID1;NID2;THBS1;FBLN5;THSD4;ADAMTS14;COL28A1;VCAM1;COL24A1;LAMB3;LUM;LAMB1;COLQ;COL1A1;MFAP5;COL3A1;COL1A2;COL5A1;COL5A3;ITGA10;COL7A1;COL5A2;ITGA11;MFAP2;ST7;COL9A2;TGFBI"
"external encapsulating structure organization (GO:0045229)","86/217",1.67837799632236e-11,1.87206281709796e-08,0,0,2.67188484277,66.2910879207465,"ITGB1;COL18A1;SPARC;COL16A1;COL14A1;ELN;TNC;LAMC2;LAMC1;LOXL1;HAPLN1;ADAMTSL1;ADAMTS5;ADAMTS2;ADAMTS3;ADAMTSL4;ADAMTS1;MMP28;DAG1;ITGB8;ATP7A;ADAMTS7;POSTN;COL27A1;MMP7;ITGA4;ITGA3;ITGA2;MMP2;APLP1;ITGA1;BGN;MMP10;ADAM19;MMP11;VCAN;COL4A2;LOX;MMP15;COL4A1;COL4A4;PXDN;ADAM12;COL4A3;ITGA8;COL8A1;MMP19;COL4A5;COL6A3;ITGA7;ITGA6;FBN2;COL15A1;LAMA2;COL11A1;PAPLN;LAMA3;FURIN;NDNF;NID1;NID2;THBS1;FBLN5;THSD4;ADAMTS14;COL28A1;VCAM1;COL24A1;LAMB3;LUM;LAMB1;COLQ;COL1A1;MFAP5;COL3A1;COL1A2;COL5A1;COL5A3;ITGA10;COL7A1;COL5A2;ITGA11;MFAP2;ST7;COL9A2;TGFBI"
"extracellular matrix organization (GO:0030198)","107/300",1.22753085360524e-10,1.14098992842607e-07,0,0,2.25975758077414,51.5695802323321,"SPARC;COL16A1;COL12A1;TNC;PLOD3;PLOD2;LOXL1;LOXL2;CREB3L1;DAG1;CAPN1;POSTN;COL27A1;APLP1;ADAM19;COL4A2;LOX;COL4A1;COL4A4;ADAM12;COL4A3;COL8A1;COL4A5;FBN2;DPT;NID1;NID2;FBLN5;ADAMTS14;FLRT2;SERPINH1;GPM6B;COL28A1;TGFB2;VCAM1;COL24A1;COL1A1;COL1A2;COL5A1;P4HA2;COL5A3;ITGA10;COL5A2;ITGA11;COL9A2;TGFBI;ITGB1;COL18A1;COL14A1;ELN;LAMC2;LAMC1;CTSS;HAPLN1;ADAMTSL1;ADAMTS5;ADAMTS2;ADAMTS3;ADAMTSL4;ADAMTS1;MMP28;SH3PXD2B;ITGB8;TIMP1;ATP7A;COLGALT1;ADAMTS7;MMP7;DST;ITGA4;ITGA3;ITGA2;MMP2;ITGA1;BGN;MMP10;GREM1;MMP11;VCAN;MMP15;PXDN;ITGA8;MMP19;COL6A3;ITGA7;ITGA6;GAS6;PLEC;COL15A1;LAMA2;COL11A1;PAPLN;LAMA3;FURIN;NDNF;THBS1;THSD4;GSN;LAMB3;LUM;LAMB1;COLQ;MFAP5;COL3A1;COL7A1;MFAP2;ST7"
"cytoskeleton organization (GO:0007010)","52/120",4.49880937453039e-09,3.58426569739371e-06,0,0,3.09768053562889,59.5357256451085,"CNTNAP1;MAST4;MAST3;MAST2;TNFAIP3;RND2;RND3;RND1;CAPZB;ZMYM3;MDK;CFL1;PLCE1;RAC3;RAC1;SH3D19;DST;TPM1;ARAP3;RHOB;ARHGAP10;BIN1;PALLD;PHIP;TNIK;OBSL1;CCL11;RHOBTB3;NEDD9;THY1;FGD1;RHOBTB2;CNN2;FGD4;CCL7;MICAL1;EPB41L3;PACSIN2;WASF3;MARK1;ZRANB1;MICAL3;MICAL2;RANBP9;LARP4;WTIP;FMNL3;DIAPH1;DIAPH3;FMNL2;ZNF135;SIPA1"
"supramolecular fiber organization (GO:0097435)","115/351",8.0619148126124e-09,5.62016236374242e-06,0,0,1.98488448931543,36.9905350862263,"COL16A1;COL12A1;STMN3;PLOD3;PLOD2;LOXL1;LOXL2;CHP1;NCKAP5;COL27A1;TPM4;TPM3;ACTN1;TPM2;TPM1;CLIP1;KATNAL1;COL4A2;LOX;MAP7D3;COL4A1;RUFY3;COL4A4;CLIP4;COL4A3;ELMO1;COL8A1;COL4A5;RHOBTB3;DPT;CORO1B;FBLN5;CORO1C;RHOBTB2;ADAMTS14;UBB;SERPINH1;ZBED3;COL28A1;TGFB2;COL24A1;HOOK3;COL1A1;KIF18A;COL1A2;COL5A1;P4HA2;COL5A3;TRPV4;COL5A2;CORO6;MDM2;TUBGCP6;COL9A2;TGFBI;FGF13;ITM2B;COL18A1;HIP1;HSP90AB1;COL14A1;LMOD1;LAMC2;RND2;RND3;TRIOBP;RND1;ADAMTS2;ADAMTS3;RAC3;RAC1;ATP7A;COLGALT1;DSP;DST;SHROOM2;SHROOM3;EMP2;RHOB;GREM1;PXDN;COL6A3;EVL;ITGA6;ARHGEF2;MAPT;MFGE8;PLEC;COL15A1;TNXB;COL11A1;VPS4B;LAMA3;FIGN;FURIN;CST3;GGA2;DNAJB6;SH3BP1;WHAMM;MARCKSL1;GSN;LAMB3;USP9X;LUM;SNCAIP;SORL1;MFAP4;MYO1E;COL3A1;TPPP3;MARCKS;MYO1C;COL7A1;VIM"
"regulation of G1/S transition of mitotic cell cycle (GO:2000045)","35/71",2.82590828380894e-08,1.7511211665336e-05,0,0,3.92922393681311,68.2971846799075,"RB1;CDKN1A;DDX3X;DCUN1D3;FHL1;FAM107A;JADE1;PTEN;PKD2;PKD1;CDC73;EGFR;CCND3;CCND2;GPNMB;ADAMTS1;E2F7;CDKN2B;ANXA1;CDKN2A;INO80;KLF4;MYO16;RBL2;ADAM17;WEE1;TFDP1;CDK6;RGCC;CDK4;PSME3;CDK2AP2;PSME2;PLCB1;FGF10"
"axon guidance (GO:0007411)","73/203",7.04707440247265e-08,3.930153394259e-05,0,0,2.27799587385794,37.5141913909403,"EPHB6;SEMA5A;ROBO3;NRP2;USP33;PTPRM;PIK3CD;IRS2;LAMC2;GLI2;ROBO1;ALCAM;RPS6KA5;KIF5B;DAG1;GRB10;NPTN;RAC1;EPHB2;SPTAN1;EPHB4;SCN1B;EPHB3;EPHA5;EPHA4;SEMA6C;UNC5B;SEMA6D;WNT5A;GAB1;GFRA1;GAB2;SMO;PIK3CA;DOK5;PALLD;FEZ1;DOK6;EVL;SPTBN4;NOTCH3;NOTCH1;SHC3;LAMA2;SEMA3D;SEMA3A;LAMA3;SEMA3B;NRXN3;NTN4;NEXN;PIK3R1;EFNA4;NTN1;EFNB1;MAPK7;GPC1;CHN1;PLXNA2;SLIT2;PLXNA4;PDLIM7;MAPK3;VASP;LGI1;SEMA4C;RANBP9;PTPN11;VEGFA;CXCL12;GDNF;PLXNB2;PLXNB1"
"negative regulation of cell cycle G1/S phase transition (GO:1902807)","21/35",2.33344147387231e-07,0.000118305482725326,0,0,6.04915553314847,92.3751506030899,"RB1;CDKN1A;CDKN2B;CDKN2A;DCUN1D3;SUSD2;FHL1;FAM107A;JADE1;PTEN;PKD2;KLF4;CDC73;MYO16;RBL2;WEE1;CDK6;GPNMB;CDK4;CDK2AP2;E2F7"
"regulation of focal adhesion assembly (GO:0051893)","27/54",7.46699054597914e-07,0.000332194701019892,0,0,4.0355970714466,56.9326037935182,"ACVRL1;COL16A1;LDB1;ROCK1;ROCK2;FAM107A;PTEN;PTPRJ;THY1;THBS1;PPM1F;ACTG1;CORO1C;APOD;RAC1;GPM6B;DUSP3;DAPK3;VEGFA;DUSP22;SFRP1;PEAK1;ITGB1BP1;PHLDB2;VCL;FERMT2;LIMS1"
"regulation of anatomical structure morphogenesis (GO:0022603)","48/123",8.03415981257543e-07,0.000332194701019892,0,0,2.58875126903553,36.3315532666723,"BRSK1;PHLDB1;PID1;SPARC;SDC2;LRRK2;NEDD4L;TNFAIP3;DLL1;LFNG;SIPA1L1;BMPER;CAPZB;ZMYM3;GPNMB;CFL1;CHN1;DAG1;HMOX1;PAK3;PDLIM5;LZTS1;EPHB3;PPFIA2;SH3D19;EPHA4;MEF2C;ZRANB1;VASH2;EMP2;LARP4;WTIP;TANC2;SFRP1;INF2;FMNL2;BCL6;GDNF;RUFY3;LEP;NSMF;PHIP;TNIK;MAPT;PHLDB2;FERMT2;FGFR2;ZNF135"
"negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)","21/37",8.53598099263809e-07,0.000332194701019892,0,0,5.29234938240484,73.954260186374,"RB1;CDKN1A;CDKN2B;CDKN2A;DCUN1D3;FHL1;FAM107A;JADE1;PTEN;PKD2;KLF4;CDC73;MYO16;RBL2;WEE1;CDK6;GPNMB;CDK4;NACC2;CDK2AP2;E2F7"
"positive regulation of cell migration (GO:0030335)","87/269",9.44140520128791e-07,0.000332194701019892,0,0,1.93978157192718,26.9105719514215,"SEMA5A;ITGB1;DOCK5;CSF1;FAM107A;PIK3CD;LAMC2;FGF1;ACTG1;CXCL16;IGF1R;SYDE1;PLAU;MDK;GPER1;ENPP2;CPNE3;SOX9;EPHB2;HRAS;PDGFRB;PDGFRA;SEMA6C;SUN2;MMP7;PRKCE;SPHK1;HGF;SEMA6D;GAB1;ACTN4;F3;ADRA2A;ADAM17;SMO;RUFY3;TMSB15B;MYADM;NSMF;ITGA6;ARHGEF2;MAPRE1;LRRC15;GRN;CCL11;NOTCH1;ROCK2;SEMA3D;SEMA3A;SEMA3B;TWIST2;PIK3R3;NEDD9;ACVR1B;HIF1A;THBS1;EGFR;PPM1F;GPNMB;CCL7;PDCD10;PDGFC;PDPN;PLCG2;GCNT2;PTK2B;CCR1;TGFB2;F10;INSR;CAV1;STAT3;SEMA4C;LAMB1;IGF1;SOD2;MTOR;VEGFA;COL1A1;TJP1;CXCL12;MYO1C;AGO2;TRIP6;SPRY2;FERMT2;FGF10"
"regulation of epithelial cell proliferation (GO:0050678)","39/93",1.02214082506206e-06,0.000332194701019892,0,0,2.91851664275063,40.2568840903618,"ACVRL1;YAP1;GRN;MAGED1;LAMC1;FGF1;CDC73;EGFR;ZFP36L1;ZFP36;DUSP10;SIX4;MYC;SCN5A;SOX9;HRAS;OSR2;CDKN2B;TGFB2;GPX1;ANGPT1;LAMB1;IGF1;GDF5;MTSS1;BMP6;VEGFA;NR4A1;SFRP1;SFRP2;CDK6;NR4A3;LEP;AQP11;NUPR1;PRKD1;FGFR2;FGF10;LIMS1"
"regulation of apoptotic process (GO:0042981)","201/742",1.02706946427172e-06,0.000332194701019892,0,0,1.51782559949472,20.9289951308736,"ANKLE2;ITSN1;IFIT2;PREX1;RASSF2;MYC;RPS6KA2;ARL6IP5;TNFSF10;SOX9;SKP2;SOX4;MEF2C;DAPK2;ACTN1;DAPK3;ACTN4;DKK1;ZNF16;SFRP4;SFRP1;SFRP2;BIN1;NSMF;ATF5;TP53;RNF122;ATF4;ANP32A;MAGED1;DCUN1D3;GATA6;PIK3R1;KALRN;MTDH;PRDX3;ABR;NUAK2;PDCD10;JUN;EGR3;TSLP;GADD45B;PLK2;IL31RA;IGF1;CIDEC;GADD45G;MLLT11;TNFSF9;RNPS1;FANK1;CSRNP3;HIP1;CITED2;IKBKB;RNF157;AKAP13;DSTYK;ADAMTSL4;AIFM2;TCTN3;TRIM2;ANKRD1;JAK2;ANXA1;ANXA4;SPHK1;PAWR;SERPINB9;ANO6;RHOB;RNF144B;ARHGEF9;KCNMA1;ARHGEF3;ARHGEF1;ANGPTL4;ARHGEF2;GAS6;SGK1;CRYAB;FSTL1;EGFR;FGD1;RELA;FGD4;FRZB;PDPN;FLNA;HS1BP3;STAT1;PNMA2;AGT;HIPK3;VEGFA;TJP1;ITCH;RYBP;STK17A;APEX1;STK17B;TARDBP;ANKRD13C;FAIM2;IGF1R;CCND2;ARHGDIA;CFL1;PIM1;PHLDA1;TMEM14A;MAP3K5;TGM2;BNIP3L;HGF;WNT5A;OBSCN;SHQ1;PPIF;PHIP;NUPR1;RAF1;SQSTM1;SLC27A4;PSMD10;PSEN1;FOXO3;HIGD1A;FOXO1;BCL2L11;GRK5;UBB;BAG3;BMF;NAE1;MCL1;TFAP2A;MOAP1;OPN3;WFS1;TNFRSF10C;ASNS;TNFRSF10B;DHCR24;NFKBIA;AHI1;TP53I3;BCL6;GDNF;BCL3;BCL2;NF2;BCL2L2;ITGB1;AVEN;TNFAIP8;DDX3X;RASGRF2;FHL2;HSPB1;SIX4;CASP3;GPER1;NUP62;CASP1;MYO18A;DNM1L;USP47;HSP90AA1;ARHGEF12;PLEKHG5;ARHGEF17;ARHGEF19;NGF;DNAJC3;GREM1;ARHGAP10;CAT;BIRC6;ITGA6;TMBIM6;SOS2;HDAC2;PRKAA1;TAF9;CBL;THBS1;MALT1;ACVR1C;BNIP2;PTK2B;ZNF622;SLIT2;ANGPT1;CFLAR;TBX3;DNAJA1;PINK1;GOLPH3;SPRY2"
"regulation of cell migration involved in sprouting angiogenesis (GO:0090049)","19/32",1.10787151275222e-06,0.000332194701019892,0,0,5.89144717716146,80.7898271857767,"HDAC5;MAP3K3;STARD13;NOTCH1;ANXA1;PIK3C2A;PTGS2;KLF4;HDAC9;THBS1;HDAC7;VEGFA;DLL4;PDCD10;TBXA2R;AKT3;RHOJ;HMOX1;ITGB1BP1"
"Ras protein signal transduction (GO:0007265)","53/142",1.13173737123506e-06,0.000332194701019892,0,0,2.40971688819725,32.99325713054,"RB1;NCKAP1;CDKN1A;ARHGAP1;EPS8;RASSF1;ARHGDIA;CFL1;PLCE1;RAC1;HRAS;KSR1;PLEKHG5;RRAS2;ADRA2A;RHOB;CCNA2;RAP2B;CDC42EP3;ELMO1;ARHGEF3;ARHGEF1;PRKD1;TP53;KPNB1;RALA;SHC3;RALB;ROCK1;ROCK2;PLD1;RASGRP2;NTN1;RAP1B;NRAS;RRAS;G3BP1;GNA12;PDPN;SHOC2;WASF1;RALGDS;CTNNAL1;FARP2;JUN;CDKN2A;PLK2;LIMK1;ARHGAP29;IGF1;MAPK14;MAPK11;COL1A2"
"axonogenesis (GO:0007409)","79/240",1.35896239479579e-06,0.000378946663788807,0,0,1.98972112452709,26.8787230279289,"EPHB6;SEMA5A;ROBO3;NRP2;HSP90AB1;USP33;PTEN;PIK3CD;IRS2;ACTB;GLI2;ROBO1;RPS6KA5;KIF5B;DAG1;GRB10;NPTN;EPHB2;SPTAN1;EPHB4;SCN1B;EPHB3;EPHA5;EPHA4;SEMA6C;HSP90AA1;MAP1S;UNC5B;SEMA6D;WNT5A;GAB1;GFRA1;GAB2;PIK3CA;DOK5;PALLD;FEZ1;MAP1B;DOK6;MAP1A;ULK2;EVL;LLGL1;B4GALT5;SPTBN4;BRSK1;NOTCH3;NOTCH1;SHC3;LAMA2;SEMA3D;SEMA3A;LAMA3;SEMA3B;NRXN3;NTN4;NEXN;PIK3R1;EFNA4;EFNB1;MAPK7;GPC1;SLITRK6;SLIT2;PAK3;PDLIM7;MAPK3;NTNG1;VASP;LGI1;AUTS2;USP9X;SEMA4C;RANBP9;CCK;PTPN11;CXCL12;GDNF;FGFR2"
"cellular response to growth factor stimulus (GO:0071363)","57/158",1.62729879533445e-06,0.000432164065789533,0,0,2.28427251272571,30.4461297112675,"ACVRL1;HSPB1;NR3C1;TMEM100;ZFP36;DSTYK;ANKRD1;CPNE3;SOX9;SOX5;ADAMTS7;MAP2K3;MEF2C;ANXA1;DUSP3;HGF;SPHK1;WNT5A;KNSTRN;TGFBR2;DUSP22;SFRP1;MAPKAPK2;RAB35;ITGB1BP1;PRKD1;MAPT;NOTCH1;NDNF;ACVR1B;CORO1B;ZFP36L2;EGFR;RELA;ZFP36L1;DLL4;ACVR1C;MAPK7;INPP5K;WNT2;STAT5B;EGR3;SMAD3;SMAD9;PTPN11;PTPN12;KLF4;MAPK14;BMP6;VEGFA;EHD1;NR4A1;CILP;SPRY2;BMPR1B;LGMN;LIMS1"
"small GTPase mediated signal transduction (GO:0007264)","42/106",2.40831185510467e-06,0.000610507055269033,0,0,2.65227445514445,34.3113726883067,"RB1;DIRAS3;CDKN1A;RALA;SHC3;RALB;RRAD;ARHGAP1;PLD1;RASGRP2;NTN1;ABR;RASSF1;NRAS;RRAS;G3BP1;CHP1;PLCE1;SHOC2;RAC1;RALGDS;HRAS;RALBP1;JUN;KSR1;CDKN2A;PLK2;RRAS2;IGF1;MAPK14;ADRA2A;CCNA2;ARHGAP32;MAPK11;ARHGAP31;RHEB;PRKD1;RGL1;RAPGEF5;RIN2;TP53;NUCB2"
"positive regulation of cell motility (GO:2000147)","73/221",2.91299832947905e-06,0.00070633876884803,0,0,1.99867453660557,25.4757605161982,"SEMA5A;ITGB1;CSF1;FAM107A;PIK3CD;LAMC2;FGF1;ACTG1;CXCL16;IGF1R;PLAU;MDK;GPER1;CPNE3;EPHB2;HRAS;PDGFRB;PDGFRA;SEMA6C;SUN2;MMP7;SPHK1;HGF;SEMA6D;ACTN4;F3;ADRA2A;ADAM17;SMO;RUFY3;TMSB15B;MYADM;ITGA6;MAPRE1;LRRC15;GRN;CCL11;NOTCH1;ROCK2;SEMA3D;SEMA3A;SEMA3B;TWIST2;PIK3R3;NEDD9;NTN1;THBS1;EGFR;PPM1F;GPNMB;CCL7;PDCD10;PDGFC;PDPN;GCNT2;PTK2B;CCR1;F10;INSR;CAV1;STAT3;SEMA4C;LAMB1;IGF1;SOD2;VEGFA;COL1A1;TJP1;CXCL12;MYO1C;TRIP6;SPRY2;FERMT2"
"membrane organization (GO:0061024)","78/242",3.88566896539563e-06,0.000872504331849466,0,0,1.92774000374275,24.0162001962392,"CHRM2;HIP1;ITSN1;CLTB;AP2A1;STON2;WASL;FNBP1L;PIK3C2A;ACTB;ACTG1;RIMS1;TMEM43;CHP1;A4GALT;DNM1L;AGFG1;SH3GLB1;ACTR3;ACTR2;SUN2;FNBP1;MYOF;WNT5A;ANK2;DNM1;EPN2;BTC;NUP93;DNM3;NPC1;BIN1;TMEM33;DNAJC6;MYADM;TLCD2;AMPH;VAMP2;NAPA;SAR1A;SAR1B;VPS4B;VPS4A;TOR1AIP2;CBL;EGFR;NAPG;STX11;CORO1C;SYNGR2;UBB;CLTCL1;FCHO2;DVL2;PACSIN2;SNX9;APOB;LDLR;HSPA8;TOR1A;DMPK;GCA;FZD4;MX1;PLEKHA3;ARPC4;ARPC5;SYNJ2;FER1L6;PLEKHA8;SYNJ1;VAPA;ARPC3;REEP4;VAPB;LPCAT3;REEP3;PICALM"
"cellular response to vascular endothelial growth factor stimulus (GO:0035924)","19/34",3.91117236798218e-06,0.000872504331849466,0,0,5.10528260686991,63.5693115872045,"MAP2K3;NUS1;NOTCH1;ANXA1;EGR3;SPHK1;GAB1;HSPB1;VEGFC;MAPK14;RELA;VEGFA;DLL4;NR4A1;PIK3CA;MAPKAPK2;SPRY2;ITGB1BP1;PRKD1"
"positive regulation of cell differentiation (GO:0045597)","82/258",4.09972242609216e-06,0.000879390460396768,0,0,1.88892380021412,23.4313277148855,"ACVRL1;CCDC71L;BTG1;HSP90AB1;CSF1;TGFB1I1;LOXL2;TMEM100;ZFP36;MDK;BOC;SOX9;IL6R;ZNF385A;CDON;SOX5;MEF2A;MEF2C;PRKCH;ZHX3;MMD;HGF;LMO3;AXIN2;NGF;TGFBR2;SFRP1;GPRC5B;SFRP2;ZEB1;CREB1;PPARG;PRKD1;ARHGEF2;PLCB1;NBL1;RIN2;YAP1;FBN2;CEBPB;PKDCC;ZC4H2;SRF;LRP3;PTN;ARNTL;ZFP36L1;BRINP1;RRAS;FRZB;GPC1;PDPN;GCNT2;BNIP2;APOB;TRPM4;BEND6;MSR1;AKIRIN1;TGFB2;SMAD3;RARRES2;ZBTB16;PLA2G2A;IGF1;TMEM64;MAPK14;ALOX15B;GDF5;AGT;BMP6;MTOR;COL1A1;SLC6A6;MAPK11;RGCC;GDNF;TMEM119;TCF3;BMPR1B;FERMT2;EZH2"
"positive regulation of nucleic acid-templated transcription (GO:1903508)","143/511",5.99123226653899e-06,0.00123752230927733,0,0,1.58102843896647,19.0122044433535,"RORA;ELK1;ZMIZ1;MYC;CREB3L2;ZXDC;SOX9;SOX4;CDK5RAP2;MAP3K5;MAP2K3;OSR2;MEF2C;MAP2K1;WNT5A;DYRK1B;JMJD6;RUNX1;SFRP1;TBL1XR1;DDIT3;PHIP;TRIM16;ATF5;TP53;ATF4;NOTCH1;KMT2A;GATA6;XPC;PSEN1;FOXO3;HIF1A;FOXO1;NPAS2;SEC14L2;ZKSCAN3;INPP5K;TASP1;TP53BP1;ZNF423;SNX5;TFAP2A;NFE2;AFAP1L2;JUN;EGR2;SMAD3;FOXF2;FZD4;FZD7;ZBTB16;IL31RA;HMGA1;NR1D2;NR2F2;IGF1;INHBA;TRERF1;ESR1;GDF7;COL1A1;MLLT11;MAFB;BCL3;SP3;TADA3;TCF3;PICALM;FANK1;ACVRL1;RNF10;CALCOCO1;MSTN;RNF14;CITED2;TGFB1I1;HMGB2;CTCF;BRCA1;FOXM1;GLI3;GLI2;IKBKB;ING2;MED14;LBH;SIX4;NUP62;SPIN1;TEAD1;MYBL1;TEAD2;CHUK;TFEB;PARP9;RGMB;ZFP90;ACTA2;ELF1;CREB1;MDFIC;IRF4;IRF1;PPARG;MAPRE3;PLCB1;PPARA;CREB5;YAP1;CEBPB;HDAC2;KDM3A;EGFR;RELA;LRP6;ARNTL;CAMKK2;NFIL3;TP53INP2;ATOH8;BRD4;TRIM45;RNF20;ATF7IP;ARNT2;NFYA;STAT1;NR1H2;CNBP;USP22;STAT3;GTF2H1;KLF4;TBX5;HNRNPAB;AGT;HIPK2;PSMC5;KLF6;RYBP;CAMK4;CRLF3"
"ephrin receptor signaling pathway (GO:0048013)","34/82",6.6531890054297e-06,0.00129633571370304,0,0,2.8598465688754,34.0905558455005,"EPHB6;ROCK1;ROCK2;ARHGEF28;SDC2;ITSN1;AP2A1;WASL;PSEN1;EFNA4;KALRN;ACTB;ACTG1;EFNB1;SIPA1L1;CHN1;RAC1;EPHB2;PAK3;HRAS;EPHB4;GIT1;EPHB3;ACTR3;EPHA5;ACTR2;EPHA4;MMP2;ARPC4;PTPN11;ARPC5;DNM1;ARPC3;CRK"
